Machine Utilization (%),Operator Experience (years),Market Demand Index,Breakdowns (count),Absenteeism Rate (%),Raw Material Quality,Revenue ($),Batch Quality (Pass %),Cost of Downtime ($),Factory,Production Volume (units)
59,3.65,70,5.05,4.95,0,330455.11,91.38,0.0,0,661.01
59,3.9,70,3.93,2.72,0,349098.15,92.18,0.0,0,698.31
57,5.58,150,4.4,2.17,1,487620.24,87.09,30478.61,0,609.57
53,4.92,50,4.84,2.91,0,380888.97,89.79,0.0,0,634.89
59,5.08,70,4.68,4.22,0,316456.57,91.11,0.0,0,633.01
53,4.3,50,4.66,2.55,0,396426.15,90.18,0.0,0,660.79
53,5.15,50,4.53,2.3,0,384157.6,89.94,0.0,0,640.34
57,5.22,150,4.68,2.74,1,486941.08,87.0,30436.11,0,608.72
59,4.7,70,4.16,3.18,0,332527.05,91.68,0.0,0,665.16
59,5.65,70,3.91,2.69,0,323203.09,91.5,0.0,0,646.51
53,3.95,50,4.4,2.05,0,408753.51,90.52,0.0,0,681.34
57,3.82,150,4.26,1.89,1,534055.21,87.9,33381.11,0,667.62
53,4.7,50,4.64,2.52,0,389617.11,90.03,0.0,0,649.44
57,5.95,150,4.53,2.44,1,474341.88,86.83,29648.61,0,592.97
59,5.78,70,4.65,4.16,0,306583.26,90.86,0.0,0,613.26
59,5.03,70,4.24,3.34,0,326028.51,91.48,0.0,0,652.16
59,4.6,70,4.57,4.0,0,325629.56,91.38,0.0,0,651.36
59,6.15,70,3.6,2.07,0,321877.44,91.54,0.0,0,643.86
53,5.12,50,5.52,4.29,0,360763.75,89.16,0.0,0,601.34
57,6.02,150,4.91,3.21,1,460304.21,86.5,28771.11,0,575.42
59,3.65,70,5.05,4.95,0,330555.08,91.39,0.0,0,661.21
59,3.9,70,3.93,2.72,0,349098.15,92.18,0.0,0,698.31
53,5.58,50,4.47,2.17,0,377978.34,89.82,0.0,0,630.04
53,4.92,50,4.84,2.91,0,380888.97,89.79,0.0,0,634.89
53,5.08,50,5.49,4.22,0,362143.47,89.2,0.0,0,603.64
57,4.3,150,4.59,2.55,1,512138.38,87.45,32011.11,0,640.22
59,5.15,70,3.72,2.3,0,334550.33,91.85,0.0,0,669.21
53,5.22,50,4.75,2.74,0,377589.2,89.74,0.0,0,629.39
59,4.7,70,4.16,3.18,0,332527.05,91.68,0.0,0,665.16
53,5.65,50,4.72,2.69,0,370480.16,89.58,0.0,0,617.54
57,3.95,150,4.33,2.05,1,528655.99,87.79,33043.61,0,660.87
57,3.82,150,4.26,1.89,1,534135.2,87.9,33386.11,0,667.72
57,4.7,150,4.57,2.52,1,503059.22,87.3,31443.61,0,628.87
59,5.95,70,3.79,2.44,0,321153.12,91.47,0.0,0,642.41
53,5.78,50,5.46,4.16,0,350654.95,88.95,0.0,0,584.49
57,5.03,150,4.98,3.34,1,482142.36,86.84,30136.11,0,602.72
59,4.6,70,4.57,4.0,0,325879.51,91.39,0.0,0,651.86
57,6.15,150,4.34,2.07,1,475501.27,86.9,29721.11,0,594.42
59,5.12,70,4.71,4.29,0,314856.98,91.04,0.0,0,629.81
53,6.02,50,4.98,3.21,0,357492.74,89.23,0.0,0,595.89
59,3.65,70,5.05,4.95,0,330555.08,91.39,0.0,0,661.21
59,3.9,70,3.93,2.72,0,349098.15,92.18,0.0,0,698.31
53,5.58,50,4.47,2.17,0,377798.39,89.8,0.0,0,629.74
57,4.92,150,4.77,2.91,1,491340.9,87.05,30711.11,0,614.22
57,5.08,150,5.42,4.22,1,466824.95,86.47,29178.61,0,583.57
57,4.3,150,4.59,2.55,1,512138.38,87.45,32011.11,0,640.22
57,5.15,150,4.46,2.3,1,495779.62,87.21,30988.61,0,619.77
59,5.22,70,3.94,2.74,0,329077.04,91.65,0.0,0,658.26
59,4.7,70,4.16,3.18,0,332527.05,91.68,0.0,0,665.16
57,5.65,150,4.65,2.69,1,477461.91,86.85,29843.61,0,596.87
53,3.95,50,4.4,2.05,0,408813.5,90.52,0.0,0,681.44
57,3.82,150,4.26,1.89,1,534135.2,87.9,33386.11,0,667.72
57,4.7,150,4.57,2.52,1,502979.23,87.3,31438.61,0,628.77
57,5.95,150,4.53,2.44,1,474341.88,86.83,29648.61,0,592.97
53,5.78,50,5.46,4.16,0,350594.97,88.94,0.0,0,584.39
53,5.03,50,5.05,3.34,0,373870.59,89.57,0.0,0,623.19
53,4.6,50,5.38,4.0,0,373691.55,89.48,0.0,0,622.89
53,6.15,50,4.41,2.07,0,368949.52,89.63,0.0,0,614.99
57,5.12,150,5.45,4.29,1,464585.24,86.42,29038.61,0,580.77
59,6.02,70,4.17,3.21,0,312380.87,91.14,0.0,0,624.86
57,3.65,150,5.79,4.95,1,489303.93,86.75,30583.61,0,611.67
59,3.9,70,3.93,2.72,0,349098.15,92.18,0.0,0,698.31
57,5.58,150,4.4,2.17,1,487540.24,87.09,30473.61,0,609.47
53,4.92,50,4.84,2.91,0,380888.97,89.79,0.0,0,634.89
57,5.08,150,5.42,4.22,1,466824.95,86.47,29178.61,0,583.57
57,4.3,150,4.59,2.55,1,512138.38,87.45,32011.11,0,640.22
57,5.15,150,4.46,2.3,1,495779.61,87.21,30988.61,0,619.77
57,5.22,150,4.68,2.74,1,487021.07,87.01,30441.11,0,608.82
53,4.7,50,4.97,3.18,0,381729.23,89.77,0.0,0,636.29
57,5.65,150,4.65,2.69,1,477621.9,86.86,29853.61,0,597.07
53,3.95,50,4.4,2.05,0,408813.5,90.52,0.0,0,681.44
57,3.82,150,4.26,1.89,1,534135.2,87.9,33386.11,0,667.72
59,4.7,70,3.83,2.52,0,339099.79,91.94,0.0,0,678.31
53,5.95,50,4.6,2.44,0,368080.17,89.56,0.0,0,613.54
53,5.78,50,5.46,4.16,0,350534.98,88.94,0.0,0,584.29
57,5.03,150,4.98,3.34,1,482222.35,86.85,30141.11,0,602.82
59,4.6,70,4.57,4.0,0,325879.51,91.39,0.0,0,651.86
53,6.15,50,4.41,2.07,0,368949.52,89.63,0.0,0,614.99
53,5.12,50,5.52,4.29,0,360703.76,89.15,0.0,0,601.24
53,6.02,50,4.98,3.21,0,357552.73,89.23,0.0,0,595.99
59,3.65,70,5.05,4.95,0,330355.13,91.38,0.0,0,660.81
53,3.9,50,4.74,2.72,0,401555.64,90.27,0.0,0,669.34
53,5.58,50,4.47,2.17,0,377978.34,89.82,0.0,0,630.04
53,4.92,50,4.84,2.91,0,380888.97,89.79,0.0,0,634.89
57,5.08,150,5.42,4.22,1,466824.95,86.47,29178.61,0,583.57
53,4.3,50,4.66,2.55,0,396426.15,90.18,0.0,0,660.79
57,5.15,150,4.46,2.3,1,495859.61,87.21,30993.61,0,619.87
57,5.22,150,4.68,2.74,1,487021.07,87.01,30441.11,0,608.82
53,4.7,50,4.97,3.18,0,381729.23,89.77,0.0,0,636.29
59,5.65,70,3.91,2.69,0,323153.1,91.49,0.0,0,646.41
59,3.95,70,3.59,2.05,0,355095.89,92.43,0.0,0,710.31
53,3.82,50,4.33,1.89,0,412862.64,90.63,0.0,0,688.19
57,4.7,150,4.57,2.52,1,503059.22,87.3,31443.61,0,628.87
57,5.95,150,4.53,2.44,1,474341.88,86.83,29648.61,0,592.97
53,5.78,50,5.46,4.16,0,350654.95,88.95,0.0,0,584.49
59,5.03,70,4.24,3.34,0,326078.5,91.49,0.0,0,652.26
53,4.6,50,5.38,4.0,0,373691.54,89.48,0.0,0,622.89
53,6.15,50,4.41,2.07,0,368949.52,89.63,0.0,0,614.99
53,5.12,50,5.52,4.29,0,360763.75,89.16,0.0,0,601.34
59,6.02,70,4.17,3.21,0,312380.87,91.14,0.0,0,624.86
59,3.65,70,5.05,4.95,0,330555.08,91.39,0.0,0,661.21
59,3.9,70,3.93,2.72,0,349048.16,92.18,0.0,0,698.21
57,5.58,150,4.4,2.17,1,487620.24,87.09,30478.61,0,609.57
53,4.92,50,4.84,2.91,0,380828.98,89.78,0.0,0,634.79
59,5.08,70,4.68,4.22,0,316456.57,91.11,0.0,0,633.01
53,4.3,50,4.66,2.55,0,396426.15,90.18,0.0,0,660.79
57,5.15,150,4.46,2.3,1,495859.61,87.21,30993.61,0,619.87
53,5.22,50,4.75,2.74,0,377589.2,89.74,0.0,0,629.39
57,4.7,150,4.9,3.18,1,492221.19,87.03,30766.11,0,615.32
59,5.65,70,3.91,2.69,0,323203.09,91.5,0.0,0,646.51
53,3.95,50,4.4,2.05,0,408813.5,90.52,0.0,0,681.44
53,3.82,50,4.33,1.89,0,412862.64,90.63,0.0,0,688.19
59,4.7,70,3.83,2.52,0,338899.82,91.94,0.0,0,677.91
57,5.95,150,4.53,2.44,1,474021.91,86.83,29628.61,0,592.57
57,5.78,150,5.39,4.16,1,451106.26,86.22,28196.11,0,563.92
57,5.03,150,4.98,3.34,1,482222.35,86.85,30141.11,0,602.82
53,4.6,50,5.38,4.0,0,373511.57,89.48,0.0,0,622.59
53,6.15,50,4.41,2.07,0,368949.52,89.63,0.0,0,614.99
59,5.12,70,4.71,4.29,0,315056.92,91.07,0.0,0,630.21
53,6.02,50,4.98,3.21,0,357492.74,89.23,0.0,0,595.89
59,3.65,70,5.05,4.95,0,330555.08,91.39,0.0,0,661.21
59,3.9,70,3.93,2.72,0,349098.15,92.18,0.0,0,698.31
57,5.58,150,4.4,2.17,1,487540.25,87.08,30473.61,0,609.47
59,4.92,70,4.03,2.91,0,331826.78,91.7,0.0,0,663.76
57,5.08,150,5.42,4.22,1,466824.95,86.47,29178.61,0,583.57
53,4.3,50,4.66,2.55,0,396426.15,90.18,0.0,0,660.79
59,5.15,70,3.72,2.3,0,334500.34,91.85,0.0,0,669.11
57,5.22,150,4.68,2.74,1,487021.07,87.01,30441.11,0,608.82
57,4.7,150,4.9,3.18,1,492541.16,87.04,30786.11,0,615.72
53,5.65,50,4.72,2.69,0,370540.15,89.59,0.0,0,617.64
53,3.95,50,4.4,2.05,0,408813.5,90.52,0.0,0,681.44
53,3.82,50,4.33,1.89,0,412922.63,90.63,0.0,0,688.29
59,4.7,70,3.83,2.52,0,339099.79,91.94,0.0,0,678.31
59,5.95,70,3.79,2.44,0,321153.12,91.47,0.0,0,642.41
53,5.78,50,5.46,4.16,0,350654.95,88.95,0.0,0,584.49
57,5.03,150,4.98,3.34,1,482222.35,86.85,30141.11,0,602.82
57,4.6,150,5.31,4.0,1,481823.29,86.75,30116.11,0,602.32
53,6.15,50,4.41,2.07,0,368949.52,89.63,0.0,0,614.99
53,5.12,50,5.52,4.29,0,360523.78,89.15,0.0,0,600.94
59,6.02,70,4.17,3.21,0,312330.88,91.13,0.0,0,624.76
57,3.65,150,5.79,4.95,1,489303.93,86.74,30583.61,0,611.67
53,3.9,50,4.74,2.72,0,401555.64,90.27,0.0,0,669.34
59,5.58,70,3.66,2.17,0,329451.13,91.73,0.0,0,659.01
59,4.92,70,4.03,2.91,0,331826.78,91.7,0.0,0,663.76
53,5.08,50,5.49,4.22,0,362383.44,89.2,0.0,0,604.04
57,4.3,150,4.59,2.55,1,512138.38,87.45,32011.11,0,640.22
57,5.15,150,4.46,2.3,1,495859.61,87.21,30993.61,0,619.87
53,5.22,50,4.75,2.74,0,377589.2,89.74,0.0,0,629.39
59,4.7,70,4.16,3.18,0,332427.08,91.67,0.0,0,664.96
59,5.65,70,3.91,2.69,0,323153.1,91.5,0.0,0,646.41
53,3.95,50,4.4,2.05,0,408813.5,90.52,0.0,0,681.44
59,3.82,70,3.52,1.89,0,358519.95,92.54,0.0,0,717.16
57,4.7,150,4.57,2.52,1,502979.23,87.3,31438.61,0,628.77
59,5.95,70,3.79,2.44,0,321103.13,91.47,0.0,0,642.31
59,5.78,70,4.65,4.16,0,306583.26,90.86,0.0,0,613.26
59,5.03,70,4.24,3.34,0,326078.5,91.49,0.0,0,652.26
53,4.6,50,5.38,4.0,0,373691.54,89.48,0.0,0,622.89
57,6.15,150,4.34,2.07,1,475501.27,86.9,29721.11,0,594.42
53,5.12,50,5.52,4.29,0,360703.76,89.15,0.0,0,601.24
57,6.02,150,4.91,3.21,1,460224.22,86.49,28766.11,0,575.32
59,3.65,70,5.05,4.95,0,330505.09,91.39,0.0,0,661.11
59,3.9,70,3.93,2.72,0,349048.16,92.18,0.0,0,698.21
53,5.58,50,4.47,2.17,0,378038.33,89.82,0.0,0,630.14
59,4.92,70,4.03,2.91,0,331826.78,91.7,0.0,0,663.76
57,5.08,150,5.42,4.22,1,466824.95,86.47,29178.61,0,583.57
59,4.3,70,3.85,2.55,0,344723.75,92.08,0.0,0,689.56
57,5.15,150,4.46,2.3,1,495859.61,87.21,30993.61,0,619.87
59,5.22,70,3.94,2.74,0,329077.04,91.65,0.0,0,658.26
59,4.7,70,4.16,3.18,0,332527.05,91.68,0.0,0,665.16
57,5.65,150,4.65,2.69,1,477621.9,86.86,29853.61,0,597.07
53,3.95,50,4.4,2.05,0,408753.51,90.52,0.0,0,681.34
53,3.82,50,4.33,1.89,0,412922.63,90.63,0.0,0,688.29
57,4.7,150,4.57,2.52,1,503059.22,87.3,31443.61,0,628.87
59,5.95,70,3.79,2.44,0,321153.12,91.47,0.0,0,642.41
59,5.78,70,4.65,4.16,0,306383.31,90.84,0.0,0,612.86
53,5.03,50,5.05,3.34,0,373930.58,89.57,0.0,0,623.29
59,4.6,70,4.57,4.0,0,325879.51,91.39,0.0,0,651.86
57,6.15,150,4.34,2.07,1,475501.27,86.9,29721.11,0,594.42
53,5.12,50,5.52,4.29,0,360703.76,89.15,0.0,0,601.24
59,6.02,70,4.17,3.21,0,312380.87,91.14,0.0,0,624.86
53,3.65,50,5.86,4.95,0,379362.11,89.48,0.0,0,632.34
59,3.9,70,3.93,2.72,0,349098.15,92.18,0.0,0,698.31
53,5.58,50,4.47,2.17,0,377978.34,89.82,0.0,0,630.04
57,4.92,150,4.77,2.91,1,491420.89,87.06,30716.11,0,614.32
59,5.08,70,4.68,4.22,0,316406.58,91.11,0.0,0,632.91
59,4.3,70,3.85,2.55,0,344723.75,92.08,0.0,0,689.56
59,5.15,70,3.72,2.3,0,334600.32,91.85,0.0,0,669.31
59,5.22,70,3.94,2.74,0,328977.07,91.64,0.0,0,658.06
59,4.7,70,4.16,3.18,0,332527.05,91.68,0.0,0,665.16
53,5.65,50,4.72,2.69,0,370300.19,89.58,0.0,0,617.24
53,3.95,50,4.4,2.05,0,408753.52,90.52,0.0,0,681.34
57,3.82,150,4.26,1.89,1,533815.26,87.88,33366.11,0,667.32
53,4.7,50,4.64,2.52,0,389617.11,90.03,0.0,0,649.44
59,5.95,70,3.79,2.44,0,321153.12,91.47,0.0,0,642.41
53,5.78,50,5.46,4.16,0,350654.95,88.95,0.0,0,584.49
59,5.03,70,4.24,3.34,0,326078.5,91.49,0.0,0,652.26
59,4.6,70,4.57,4.0,0,325879.51,91.39,0.0,0,651.86
59,6.15,70,3.6,2.07,0,321877.44,91.54,0.0,0,643.86
57,5.12,150,5.45,4.29,1,464585.24,86.42,29038.61,0,580.77
59,6.02,70,4.17,3.21,0,312380.87,91.14,0.0,0,624.86
59,3.65,70,5.05,4.95,0,330555.08,91.39,0.0,0,661.21
59,3.9,70,3.93,2.72,0,349048.17,92.18,0.0,0,698.21
59,5.58,70,3.66,2.17,0,329451.13,91.73,0.0,0,659.01
57,4.92,150,4.77,2.91,1,491420.89,87.06,30716.11,0,614.32
57,5.08,150,5.42,4.22,1,466744.96,86.47,29173.61,0,583.47
57,4.3,150,4.59,2.55,1,511978.4,87.44,32001.11,0,640.02
53,5.15,50,4.53,2.3,0,384217.59,89.94,0.0,0,640.44
59,5.22,70,3.94,2.74,0,329077.04,91.65,0.0,0,658.26
59,4.7,70,4.16,3.18,0,332527.05,91.68,0.0,0,665.16
57,5.65,150,4.65,2.69,1,477621.9,86.86,29853.61,0,597.07
57,3.95,150,4.33,2.05,1,528655.99,87.79,33043.61,0,660.87
59,3.82,70,3.52,1.89,0,358519.95,92.54,0.0,0,717.16
53,4.7,50,4.64,2.52,0,389557.12,90.03,0.0,0,649.34
59,5.95,70,3.79,2.44,0,321153.12,91.47,0.0,0,642.41
53,5.78,50,5.46,4.16,0,350594.96,88.95,0.0,0,584.39
53,5.03,50,5.05,3.34,0,373990.57,89.58,0.0,0,623.39
57,4.6,150,5.31,4.0,1,481903.28,86.75,30121.11,0,602.42
53,6.15,50,4.41,2.07,0,368949.52,89.63,0.0,0,614.99
53,5.12,50,5.52,4.29,0,360763.75,89.16,0.0,0,601.34
53,6.02,50,4.98,3.21,0,357552.73,89.23,0.0,0,595.99
57,3.65,150,5.79,4.95,1,489063.94,86.75,30568.61,0,611.37
59,3.9,70,3.93,2.72,0,349098.15,92.18,0.0,0,698.31
53,5.58,50,4.47,2.17,0,378038.33,89.82,0.0,0,630.14
53,4.92,50,4.84,2.91,0,380888.97,89.79,0.0,0,634.89
53,5.08,50,5.49,4.22,0,362443.43,89.2,0.0,0,604.14
59,4.3,70,3.85,2.55,0,344773.73,92.09,0.0,0,689.66
53,5.15,50,4.53,2.3,0,384217.59,89.94,0.0,0,640.44
53,5.22,50,4.75,2.74,0,377589.2,89.74,0.0,0,629.39
53,4.7,50,4.97,3.18,0,381609.25,89.77,0.0,0,636.09
57,5.65,150,4.65,2.69,1,477621.9,86.86,29853.61,0,597.07
53,3.95,50,4.4,2.05,0,408813.5,90.52,0.0,0,681.44
59,3.82,70,3.52,1.89,0,358519.95,92.54,0.0,0,717.16
53,4.7,50,4.64,2.52,0,389377.15,90.02,0.0,0,649.04
59,5.95,70,3.79,2.44,0,321103.14,91.47,0.0,0,642.31
53,5.78,50,5.46,4.16,0,350534.97,88.94,0.0,0,584.29
53,5.03,50,5.05,3.34,0,373990.57,89.58,0.0,0,623.39
57,4.6,150,5.31,4.0,1,481903.28,86.75,30121.11,0,602.42
59,6.15,70,3.6,2.07,0,321827.45,91.54,0.0,0,643.76
57,5.12,150,5.45,4.29,1,464585.24,86.42,29038.61,0,580.77
53,6.02,50,4.98,3.21,0,357552.73,89.23,0.0,0,595.99
53,3.65,50,5.86,4.95,0,379362.11,89.48,0.0,0,632.34
59,3.9,70,3.93,2.72,0,349098.15,92.18,0.0,0,698.31
59,5.58,70,3.66,2.17,0,329401.14,91.73,0.0,0,658.91
57,4.92,150,4.77,2.91,1,491420.89,87.06,30716.11,0,614.32
57,5.08,150,5.42,4.22,1,466744.96,86.46,29173.61,0,583.47
59,4.3,70,3.85,2.55,0,344773.73,92.09,0.0,0,689.66
57,5.15,150,4.46,2.3,1,495859.61,87.21,30993.61,0,619.87
59,5.22,70,3.94,2.74,0,329077.04,91.65,0.0,0,658.26
59,4.7,70,4.16,3.18,0,332477.06,91.68,0.0,0,665.06
59,5.65,70,3.91,2.69,0,323203.09,91.5,0.0,0,646.51
53,3.95,50,4.4,2.05,0,408753.51,90.52,0.0,0,681.34
57,3.82,150,4.26,1.89,1,534135.2,87.9,33386.11,0,667.72
57,4.7,150,4.57,2.52,1,503059.22,87.3,31443.61,0,628.87
57,5.95,150,4.53,2.44,1,474021.91,86.83,29628.61,0,592.57
57,5.78,150,5.39,4.16,1,451106.26,86.22,28196.11,0,563.92
53,5.03,50,5.05,3.34,0,373990.57,89.58,0.0,0,623.39
59,4.6,70,4.57,4.0,0,325879.51,91.39,0.0,0,651.86
59,6.15,70,3.6,2.07,0,321877.44,91.54,0.0,0,643.86
53,5.12,50,5.52,4.29,0,360703.76,89.15,0.0,0,601.24
57,6.02,150,4.91,3.21,1,460304.21,86.5,28771.11,0,575.42
57,3.65,150,5.79,4.95,1,489303.93,86.75,30583.61,0,611.67
53,3.9,50,4.74,2.72,0,401615.63,90.27,0.0,0,669.44
59,5.58,70,3.66,2.17,0,329451.13,91.73,0.0,0,659.01
59,4.92,70,4.03,2.91,0,331826.78,91.7,0.0,0,663.76
57,5.08,150,5.42,4.22,1,466824.95,86.47,29178.61,0,583.57
59,4.3,70,3.85,2.55,0,344773.73,92.09,0.0,0,689.66
59,5.15,70,3.72,2.3,0,334600.32,91.85,0.0,0,669.31
57,5.22,150,4.68,2.74,1,487021.07,87.01,30441.11,0,608.82
59,4.7,70,4.16,3.18,0,332527.05,91.68,0.0,0,665.16
53,5.65,50,4.72,2.69,0,370540.15,89.59,0.0,0,617.64
57,3.95,150,4.33,2.05,1,528655.99,87.79,33043.61,0,660.87
59,3.82,70,3.52,1.89,0,358519.95,92.54,0.0,0,717.16
59,4.7,70,3.83,2.52,0,338899.83,91.93,0.0,0,677.91
57,5.95,150,4.53,2.44,1,474021.91,86.83,29628.61,0,592.57
57,5.78,150,5.39,4.16,1,451026.27,86.22,28191.11,0,563.82
53,5.03,50,5.05,3.34,0,373930.58,89.57,0.0,0,623.29
